,product_img,product_name,category_name,compnay_name,saleqtytypestr,prodsaletypedetails,quantity,mrp,totalqtymrp,BatchNumber,dtExpiryDate,order_id
60,pro-1-291122114421.png,Ibuprofen ,Generic,healthcare,Strip,,2,200,400,35,August-2023,753
61,pro-1-291122114633.png,Nimesulide ,Generic,healthcare,Strip,,500,390,195000,42,December-2022,753
62,pro-1-291122114746.png,Paracetamol ,Generic,healthcare,Pack,,500,200,100000,868,May-2023,753
63,pro-1-291122120121.png,Needle,Surgical,Surgical Pvt.Ltd.,Pack,1*10,500,1470,735000,145875,February-2024,752
64,pro-1-291122122324.png,Volney,Surgical,Surgical Pvt.Ltd.,Box,,500,900,450000,42,December-2022,752
65,pro-1-280722042149.jpg,ETC TAB,Ethical,ABBOTT,Strip,1,500,25,12500,vv99,-2025,751
66,pro-1-291122114302.png, Gastro-Resistant ,Generic,healthcare,ATROLI,,300,200,60000,4,December-2022,751
67,pro-1-291122112947.png,prrrrrr,Generic,healthcare,Cartoon,,500,525,262500,55,August-2023,750
68,pro-1-291122114339.png,Etoricoxib ,Generic,healthcare,ATROLI,,500,450,225000,2,December-2022,750
69,pro-1-291122122355.png,Clavulanate ,Ayurvedic,Ayurveda  ,Cartoon,,500,550,275000,242,December-2022,749
70,pro-1-291122122607.png,Cefadroxil ,Ayurvedic,Ayurveda  ,Debbi,,500,700,350000,57,July-2024,749
71,pro-1-291122021806.png,Ofloxacin ,General,Daily Needs,Tube,,500,103.95,51975.00,25,April-2023,748
72,pro-1-300722123551.jfif,ALEGRA SUP,Ethical,Sanofi,PIECE,,500,200,100000,634,May-2023,748
73,pro-1-300722020141.jpg,BECOSULES CAP,Ethical,Cipla,Strip,,300,230,69000,12,November-2024,747
74,pro-1-300722015958.jpg,BECADEXAMIN CAP,Ethical,Dr.Reddy,Debbi,,500,400,200000,12,July-2023,747
75,pro-1-100322041058.jpg,ALLEGRA M,Ethical,Cipla,Strip,1,500,630,315000,897,April-2023,746
76,pro-1-100322040308.jpg,BESTOGESIC OIL,Ethical,Cipla,PIECE,,11000,300,3300000,12,October-2023,746
77,pro-1-100322040329.jpg,BESTOGESIC KID TAB,Ethical,Dr.Reddy,Strip,30,15,280,4200,14,March-2026,746
78,pro-1-291122120121.png,Needle,Surgical,Surgical Pvt.Ltd.,Pack,1*10,1,1470,1470,145875,February-2024,745
79,pro-1-291122122735.png,Sulphamethoxazole ,Ayurvedic,Ayurveda  ,Ampul,,3,313.95,941.85,36,May-2024,744
80,pro-1-291122120121.png,Needle,Surgical,Surgical Pvt.Ltd.,Pack,1*10,1,1470,1470,145875,February-2024,743
81,pro-1-291122120121.png,Needle,Surgical,Surgical Pvt.Ltd.,Pack,,3,1575,4725,145875,February-2024,742
82,pro-1-291122022055.png,Piperacillin,General,Daily Needs,Cartoon,,24937,252.74,6302577.38,4525,July-2023,741
83,pro-1-291122021806.png,Ofloxacin ,General,Daily Needs,Tube,,14536,156.45,2274157.20,1225,November-2023,741
84,pro-1-291122022806.png,PLASTIC SPONGE HOLDER,Surgical,Surgical Pvt.Ltd.,Box,,669546,472.5,316360485.0,5656,August-2024,741
85,pro-1-291122022627.png,PLASTIC VAGINAL SPECULUM,Surgical,Surgical Pvt.Ltd.,Cartoon,,14585,1047.91,15283767.35,"jk,j",June-2024,741
86,pro-1-291122022422.png,PLASTIC SCISSORS,Surgical,Surgical Pvt.Ltd.,Pack,,15563,577.5,8987632.5,25,March-2023,741
87,pro-1-291122022210.png,SURGICAL DRESSINGS,Surgical,Surgical Pvt.Ltd.,Box,,15665,628.96,9852658.40,12,March-2024,741
88,pro-1-291122021857.png,SURGICAL DRAPE SETS,Surgical,Surgical Pvt.Ltd.,Box,,16556,522.9,8657132.4,"jkl,",December-2023,741
89,pro-1-291122021806.png,Ofloxacin ,General,Daily Needs,Tube,,156669,103.95,16285742.55,25,April-2023,740
90,pro-1-291122021448.png, LARYNGEAL MASK,Surgical,Surgical Pvt.Ltd.,Cartoon,1,450245,525,236378625,566,May-2025,740
91,pro-1-291122021232.png,PLASTIC TWEEZERS,Surgical,Surgical Pvt.Ltd.,Pack,,238532,577.5,137752230.0,42,December-2022,740
92,pro-1-291122020901.png,INFUSION DISPOSABLE PRODUCTS ,Surgical,Surgical Pvt.Ltd.,Cartoon,,252556,472.5,119332710.0,42,December-2022,740
93,pro-1-291122020435.png,Scalpal,Surgical,Surgical Pvt.Ltd.,Cartoon,,154565,525,81146625,213,July-2024,740
94,pro-1-291122124551.png,Tinidazole ,Ayurvedic,Ayurveda  ,Bottle,,156556,945,147945420,24,December-2023,740
95,pro-1-291122124518.png,Norfloxacin ,Ayurvedic,Ayurveda  ,Tube,,15689,124.95,1960340.55,55,August-2023,739
96,pro-1-291122123247.png,Meropenem ,Ayurvedic,Ayurveda  ,Debbi,,1899,103.95,197401.05,4245,December-2023,739
97,pro-1-291122123121.png,Sulphate ,Ayurvedic,Ayurveda  ,Tube,,15665,523.96,8207833.40,dfg,September-2023,739
98,pro-1-291122123041.png,Gentamicin ,Ayurvedic,Ayurveda  ,Bottle,,15787,418.95,6613963.65,5,March-2024,739
99,pro-1-291122122958.png,Stearate ,Ayurvedic,Ayurveda  ,Debbi,,16565,733.95,12157881.75,45,June-2023,739
100,pro-1-291122122927.png,Erythromycin ,Ayurvedic,Ayurveda  ,Bottle,,1656,208.95,346021.20,52,May-2024,739
101,pro-1-291122122857.png,Doxycycline ,Ayurvedic,Ayurveda  ,Cartoon,,16566,418.95,6940325.70,52,June-2023,739
102,pro-1-291122122808.png,Trimethoprim ,Ayurvedic,Ayurveda  ,Box,,45840,208.95,9578268.00,36,February-2023,739
103,pro-1-100322041058.jpg,ALLEGRA M,Ethical,Cipla,Strip,789,65523,703.5,46095430.5,7890,December-2024,738
104,pro-1-100322040308.jpg,BESTOGESIC OIL,Ethical,Cipla,PIECE,7,121212,315,38181780,7888,March-2023,738
105,pro-1-100322040329.jpg,BESTOGESIC KID TAB,Ethical,Dr.Reddy,Strip,ghfty,2558,7115.85,18202344.30,1223,August-2025,738
106,pro-1-300722021515.jpg,BESTOFLOX 200,Ethical,Stiefel,Strip,1,1588,204.75,325143.00,231,March-2023,738
107,pro-1-300722020631.jpg,BENADRYL SYP 50ML,Ethical,gsk,PIECE,2,1888,73.5,138768.0,yy76,-2026,738
108,pro-1-300722020424.jpg,BECOZINC CAP,Ethical,Dr.Reddy,Strip,zxasd,18754,36.75,689209.50,zz77,-2027,738
109,pro-1-300722020141.jpg,BECOSULES CAP,Ethical,Cipla,Strip,discount,18755,47.25,886173.75,TRFHRS,November-2022,738
110,pro-1-291122114902.png,Hydrochloride ,Generic,healthcare,PIECE,,15638,628.96,9835676.48,56,May-2024,737
111,pro-1-291122114830.png,Tramadol ,Generic,healthcare,Debbi,,18786,628.96,11815642.56,54,August-2023,737
112,pro-1-291122114746.png,Paracetamol ,Generic,healthcare,Pack,,18989,208.95,3967751.55,52,April-2024,737
113,pro-1-291122114710.png,Diclofenac Sodium,Generic,healthcare,Tube,,1898,1678.95,3186647.10,ftyytf,October-2023,737
114,pro-1-291122114551.png,Azithromycin ,Generic,healthcare,Strip,,18988,418.95,7955022.60,9,July-2024,737
115,pro-1-291122114510.png,Indomethacin ,Generic,healthcare,Debbi,,1899,2098.95,3985906.05,"il,",July-2023,737
116,pro-1-300722123234.jpg,ALEGRA 120 MG TAB,Ethical,Dr.Reddy,Strip,1,1566,47.25,73993.50,ff88,-2024,736
117,pro-1-300722123551.jfif,ALEGRA SUP,Ethical,Sanofi,PIECE,,15998,470.4,7525459.2,578,December-2023,736
118,pro-1-300722123905.jfif,ASTHALIN RESPULES  ,Ethical,Sanofi,Box,2,1895,206.85,391980.75,asdasd,November-2022,736
119,pro-1-300722124458.jpg,ALERID SYP 60 ML,Ethical,ABBOTT,Bottle,1,1876,94.5,177282.0,mm83,-2033,736
120,pro-1-300722125333.jpg,ALERID TAB  ,Ethical,Stiefel,Strip,2,18578,351.75,6534811.50,sdasd,December-2022,736
121,pro-1-300722125602.jpg,AVIL 10ML  ,Ethical,Stiefel,PIECE,2,1855,57.75,107126.25,cc82,-2032,736
122,pro-1-300722010638.jpg,AVIL 25,Ethical,Dr.Reddy,Strip,1,859,36.75,31568.25,dd77,-2023,736
123,pro-1-291122120121.png,Needle,Surgical,Surgical Pvt.Ltd.,Pack,,1566,1575,2466450,145875,February-2024,735
124,pro-1-291122120338.png,Cotton  ,Surgical,Surgical Pvt.Ltd.,Cartoon,,1566,817.95,1280909.70,4586,May-2025,735
125,pro-1-291122120516.png,ciplox,Surgical,Surgical Pvt.Ltd.,Box,,178787,1048.95,187538623.65,475/,August-2024,735
126,pro-1-291122120640.png,surgical kit,Surgical,Surgical Pvt.Ltd.,Box,,165,1048.95,173076.75,5665,January-2024,735
127,pro-1-291122120802.png,senitizer,Surgical,Surgical Pvt.Ltd.,Bottle,,16,933.45,14935.20,5758,May-2024,735
128,pro-1-291122022055.png,Piperacillin,General,Daily Needs,Cartoon,,156,252.74,39427.44,4525,July-2023,734
129,pro-1-291122021806.png,Ofloxacin ,General,Daily Needs,Tube,,1878,156.45,293813.10,1225,November-2023,734
130,pro-1-291122124518.png,Norfloxacin ,Ayurvedic,Ayurveda  ,Tube,,156,124.95,19492.20,55,August-2023,734
131,pro-1-291122123247.png,Meropenem ,Ayurvedic,Ayurveda  ,Debbi,,159,103.95,16528.05,4245,December-2023,734
132,pro-1-291122123121.png,Sulphate ,Ayurvedic,Ayurveda  ,Tube,,188,523.96,98504.48,dfg,September-2023,734
133,pro-1-291122123041.png,Gentamicin ,Ayurvedic,Ayurveda  ,Bottle,,1887,418.95,790558.65,5,March-2024,734
134,pro-1-291122122958.png,Stearate ,Ayurvedic,Ayurveda  ,Debbi,,187,733.95,137248.65,45,June-2023,734
135,pro-1-291122122927.png,Erythromycin ,Ayurvedic,Ayurveda  ,Bottle,,187,208.95,39073.65,52,May-2024,734
136,pro-1-100322041058.jpg,ALLEGRA M,Ethical,Cipla,Strip,1*10,100,24.15,2415.00,HSHSHJS21321,July-2022,733
137,pro-1-291122114633.png,Nimesulide ,Generic,healthcare,Strip,,454114,630,286091820,385,April-2023,733
138,pro-1-291122114746.png,Paracetamol ,Generic,healthcare,Pack,,72577,210,15241170,868,May-2023,733
139,pro-1-291122114902.png,Hydrochloride ,Generic,healthcare,PIECE,,1,577.5,577.5,24,December-2022,733
140,pro-1-291122114302.png, Gastro-Resistant ,Generic,healthcare,ATROLI,,7000,210,1470000,4,December-2022,733
141,pro-1-291122021806.png,Ofloxacin ,General,Daily Needs,Tube,,862453,840,724460520,635,December-2023,732
142,pro-1-291122022055.png,Piperacillin,General,Daily Needs,Cartoon,,686787,456.75,313689962.25,22,November-2023,732
143,pro-1-280722054500.jpg,ZOLINE-PLUS,Ethical,Cadila,PIECE,2,80000,78.75,6300000.00,uu89,-2029,732
144,pro-1-280722053345.jpg,KTFAX,Ethical,Lupin,PIECE,2,8733,1.05,9169.65,hh57,November-2022,732
145,pro-1-280722052148.jpg,TOCIN,Ethical,ABBOTT,PIECE,1,45735,57.75,2641196.25,rr56,-2027,732
146,pro-1-280722062304.jpg,TROPAC P,Ethical,FDC Limited,PIECE,2,227335,84,19096140,oo91,-2031,732
147,pro-1-291122124551.png,Tinidazole ,Ayurvedic,Ayurveda  ,Bottle,,62000,945,58590000,24,December-2023,731
148,pro-1-291122124518.png,Norfloxacin ,Ayurvedic,Ayurveda  ,Tube,,563567,997.5,562158082.5,24,November-2023,731
149,pro-1-291122123247.png,Meropenem ,Ayurvedic,Ayurveda  ,Debbi,,10000,525,5250000,575,November-2024,731
150,pro-1-291122123156.png,Levofloxacin ,Ayurvedic,Ayurveda  ,Debbi,,80000,472.5,37800000.0,24,July-2023,731
151,pro-1-291122122607.png,Cefadroxil ,Ayurvedic,Ayurveda  ,Debbi,,50000,735,36750000,57,July-2024,730
152,pro-1-291122122705.png,trimoxazole ,Ayurvedic,Ayurveda  ,Tube,,35000,945,33075000,242,December-2022,730
153,pro-1-291122122735.png,Sulphamethoxazole ,Ayurvedic,Ayurveda  ,Ampul,,10000,472.5,4725000.0,57,October-2108,730
154,pro-1-291122122808.png,Trimethoprim ,Ayurvedic,Ayurveda  ,Box,,40000,210,8400000,24,December-2022,730
155,pro-1-291122122857.png,Doxycycline ,Ayurvedic,Ayurveda  ,Cartoon,,38000,787.5,29925000.0,245,December-2022,730
156,pro-1-291122121722.png,Metformin ,Ayurvedic,Ayurveda  ,Cartoon,,772852,945,730345140,424,December-2022,729
157,pro-1-291122122211.png,Prolonged,Ayurvedic,Ayurveda  ,Cartoon,,50000,945,47250000,577,July-2023,729
158,pro-1-291122122245.png,Glimepiride ,Ayurvedic,Ayurveda  ,Bottle,,87000,787.5,68512500.0,24,December-2022,729
159,pro-1-291122122320.png,Amoxycillin ,Ayurvedic,Ayurveda  ,Cartoon,,19000,367.5,6982500.0,424,December-2022,729
160,pro-1-291122122355.png,Clavulanate ,Ayurvedic,Ayurveda  ,Cartoon,,10000,577.5,5775000.0,242,December-2022,729
161,pro-1-291122022806.png,PLASTIC SPONGE HOLDER,Surgical,Surgical Pvt.Ltd.,Box,,20000,472.5,9450000.0,24,December-2022,728
162,pro-1-291122022627.png,PLASTIC VAGINAL SPECULUM,Surgical,Surgical Pvt.Ltd.,Cartoon,,25000,210,5250000,241,December-2022,728
163,pro-1-291122022422.png,PLASTIC SCISSORS,Surgical,Surgical Pvt.Ltd.,Pack,,22000,577.5,12705000.0,25,March-2023,728
164,pro-1-291122022210.png,SURGICAL DRESSINGS,Surgical,Surgical Pvt.Ltd.,Box,1,24000,418.95,10054800.00,45488,August-2023,728
165,pro-1-291122021857.png,SURGICAL DRAPE SETS,Surgical,Surgical Pvt.Ltd.,Box,,70000,682.5,47775000.0,24,December-2022,728
166,pro-1-291122120802.png,senitizer,Surgical,Surgical Pvt.Ltd.,Bottle,,48000,525,25200000,42,December-2022,727
167,pro-1-291122120121.png,Needle,Surgical,Surgical Pvt.Ltd.,Pack,,40000,472.5,18900000.0,5,December-2023,727
168,pro-1-291122120338.png,Cotton  ,Surgical,Surgical Pvt.Ltd.,Cartoon,,499,472.5,235777.5,24,December-2022,727
169,pro-1-291122120516.png,ciplox,Surgical,Surgical Pvt.Ltd.,Box,,60000,210,12600000,42,December-2022,727
170,pro-1-291122120640.png,surgical kit,Surgical,Surgical Pvt.Ltd.,Box,2,50000,418.95,20947500.00,5556,May-2024,727
171,pro-1-291122114746.png,Paracetamol ,Generic,healthcare,Pack,,156365,210,32836650,868,May-2023,726
172,pro-1-291122114710.png,Diclofenac Sodium,Generic,healthcare,Tube,,198,472.5,93555.0,24,November-2022,726
173,pro-1-291122114633.png,Nimesulide ,Generic,healthcare,Strip,,18638,630,11741940,385,April-2023,726
174,pro-1-291122114551.png,Azithromycin ,Generic,healthcare,Strip,,1856,525,974400,63,July-2024,726
175,pro-1-291122114510.png,Indomethacin ,Generic,healthcare,Debbi,,1896,735,1393560,35,August-2023,726
176,pro-1-291122114339.png,Etoricoxib ,Generic,healthcare,ATROLI,,15665,472.5,7401712.5,2,December-2022,726
177,pro-1-291122114957.png,Aciclovir ,Generic,healthcare,PIECE,,15,525,7875,67,September-2023,726
178,pro-1-291122115035.png,Amikacin ,Generic,healthcare,Bottle,,1596,682.5,1089270.0,24,December-2022,726
179,pro-1-291122120338.png,Cotton  ,Surgical,Surgical Pvt.Ltd.,Cartoon,,154,472.5,72765.0,24,December-2022,726
180,pro-1-100322041058.jpg,ALLEGRA M,Ethical,Cipla,Strip,1,400000,157.5,63000000.0,12,July-2028,725
181,pro-1-280722053345.jpg,KTFAX,Ethical,Lupin,PIECE,2,50000,1.05,52500.00,hh57,November-2022,725
182,pro-1-280722062304.jpg,TROPAC P,Ethical,FDC Limited,PIECE,2,8228,84,691152,oo91,-2031,725
183,pro-1-291122114013.png,Diclofenac ,Generic,healthcare,Pack,,70000,472.5,33075000.0,35,August-2023,724
184,pro-1-291122114057.png,Serratiopeptidase ,Generic,healthcare,Box,,40000,472.5,18900000.0,35,November-2022,724
185,pro-1-291122114228.png, Sodium Injection,Generic,healthcare,Cartoon,,422410,210,88706100,24,December-2022,724
186,pro-1-291122112947.png,prrrrrr,Generic,healthcare,Cartoon,,70000,525,36750000,55,August-2023,723
187,pro-1-291122113659.png,ceclofenac 100mg and Parace,Generic,healthcare,Ampul,,40000,262.5,10500000.0,36,April-2023,723
188,pro-1-291122113826.png,Pregabalin ,Generic,healthcare,PIECE,,20000,420,8400000,67,August-2023,723
189,pro-1-291122113903.png,Aspirin ,Generic,healthcare,Bottle,,20000,420,8400000,75,August-2023,723
190,pro-1-291122113938.png,Chlorzoxazone ,Generic,healthcare,Bottle,,10000,472.5,4725000.0,42,December-2022,723
191,pro-1-300722015752.jfif,B.N.C CREAM  ,Ethical,gsk,PIECE,sadsad,3000,232.05,696150.00,sadasd,December-2022,722
192,pro-1-300722015503.jpg,AVIL 50,Ethical,gsk,Strip,2,37000,31.5,1165500.0,hh81,-2031,722
193,pro-1-300722010638.jpg,AVIL 25,Ethical,Dr.Reddy,Strip,1,3000,36.75,110250.00,dd77,-2023,722
194,pro-1-300722125602.jpg,AVIL 10ML  ,Ethical,Stiefel,PIECE,,25000,472.5,11812500.0,24,July-2026,722
195,pro-1-300722125333.jpg,ALERID TAB  ,Ethical,Stiefel,Strip,,32,525,16800,63535,December-2022,722
196,pro-1-300722124458.jpg,ALERID SYP 60 ML,Ethical,ABBOTT,Bottle,,50000,420,21000000,2442,March-2026,722
197,pro-1-300722020141.jpg,BECOSULES CAP,Ethical,Cipla,Strip,,36000,241.5,8694000.0,12,November-2024,721
198,pro-1-300722020424.jpg,BECOZINC CAP,Ethical,Dr.Reddy,Strip,zxasd,50000,36.75,1837500.00,zz77,-2027,721
199,pro-1-300722015958.jpg,BECADEXAMIN CAP,Ethical,Dr.Reddy,Debbi,,47000,420,19740000,12,July-2023,721
200,pro-1-291122122735.png,Sulphamethoxazole ,Ayurvedic,Ayurveda  ,Ampul,,197,313.95,61848.15,36,May-2024,720
201,pro-1-291122112947.png,prrrrrr,Generic,healthcare,Cartoon,,169,156.45,26440.05,86,June-2024,720
202,pro-1-291122113659.png,ceclofenac 100mg and Parace,Generic,healthcare,Ampul,,156,103.95,16216.20,thh,March-2023,720
203,pro-1-291122113826.png,Pregabalin ,Generic,healthcare,PIECE,,18969,102.9,1951910.1,2,August-2024,720
204,pro-1-291122120338.png,Cotton  ,Surgical,Surgical Pvt.Ltd.,Cartoon,,1645,817.95,1345527.75,4586,May-2025,720
205,pro-1-291122120516.png,ciplox,Surgical,Surgical Pvt.Ltd.,Box,,14866,1048.95,15593690.70,475/,August-2024,720
206,pro-1-291122120640.png,surgical kit,Surgical,Surgical Pvt.Ltd.,Box,,1485,1048.95,1557690.75,5665,January-2024,720
207,pro-1-291122120802.png,senitizer,Surgical,Surgical Pvt.Ltd.,Bottle,,178,933.45,166154.10,5758,May-2024,720
208,pro-1-291122120947.png,Dettol +,Surgical,Surgical Pvt.Ltd.,Pack,,187,933.45,174555.15,569,July-2024,720
209,pro-1-291122122607.png,Cefadroxil ,Ayurvedic,Ayurveda  ,Debbi,,189,628.96,118873.44,45,August-2023,720
210,pro-1-291122122705.png,trimoxazole ,Ayurvedic,Ayurveda  ,Tube,,1876,313.95,588970.20,fgt,November-2023,720
211,pro-1-100322041058.jpg,ALLEGRA M,Ethical,Cipla,Strip,1,40000,157.5,6300000.0,12,July-2028,719
212,pro-1-100322040308.jpg,BESTOGESIC OIL,Ethical,Cipla,PIECE,,10000,315,3150000,12,October-2023,719
213,pro-1-300722021515.jpg,BESTOFLOX 200,Ethical,Stiefel,Strip,,33000,525,17325000,21,July-2023,719
214,pro-1-100322040329.jpg,BESTOGESIC KID TAB,Ethical,Dr.Reddy,Strip,30,10000,294,2940000,14,March-2026,719
